pid,stage,projectname,keywords,country,location,sector,subsector,totalbudget,financialstructure,eststart,estcompletion,developer,sponsor,lat,lng,geocode
3579,planning,Everglades Airpark - Seaplane landing Area,"airport,Florida,collier,FL",United States,"Everglades City, Florida",Transport,Airports & Logistics,1200,,2020-06-01,2022-06-01,,Collier Couty Airport Authority,25.8601,-81.380357,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Everglades City, Florida""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Everglades City"",""adminArea5Type"":""City"",""adminArea4"":""Collier County"",""adminArea4Type"":""County"",""adminArea3"":""FL"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":25.8601,""lng"":-81.380357},""displayLatLng"":{""lat"":25.8601,""lng"":-81.380357}}]}]}"
3649,planning,SR 21 Rehabilitation,"ohio,road,OH",United States,"Wayne, Ohio",Transport,Highways,26,Public,2023-11-01,2024-11-01,,Ohio DOT,40.861582,-81.903462,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Wayne, Ohio""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":"""",""adminArea5Type"":""City"",""adminArea4"":""Wayne County"",""adminArea4Type"":""County"",""adminArea3"":""OH"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A4XXX"",""geocodeQuality"":""COUNTY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":40.861582,""lng"":-81.903462},""displayLatLng"":{""lat"":40.861582,""lng"":-81.903462}}]}]}"
3663,planning,Revolution Wind,"offshore wind,wind,connnecticut,Rhode island,orsted,RI",United States,"Newport, Rhode Island",Energy,Generation — Renewables,1500,Private,2022-01-01,2023-06-01,Orsted - Eversource JV,,41.489983,-71.313771,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Newport, Rhode Island""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Newport"",""adminArea5Type"":""City"",""adminArea4"":""Newport"",""adminArea4Type"":""County"",""adminArea3"":""RI"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":41.489983,""lng"":-71.313771},""displayLatLng"":{""lat"":41.489983,""lng"":-71.313771}}]}]}"
3690,planning,Icebreaker Wind,"offshore wind,wind,energy,ohio,lake erie,OH",United States,Cleveland,Energy,Generation — Renewables,126,Private,2022-06-01,2022-12-01,LEEDCo (Lake Erie Energy Development Corp) and Fred Olsen Renewables,,41.505161,-81.693445,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Cleveland""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Cleveland"",""adminArea5Type"":""City"",""adminArea4"":""Cuyahoga County"",""adminArea4Type"":""County"",""adminArea3"":""OH"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":41.505161,""lng"":-81.693445},""displayLatLng"":{""lat"":41.505161,""lng"":-81.693445}}]}]}"
3592,planning,I-29 (Exit 77) 41st Street Interchange and 41st Street Corridor Reconstruction Project,"south dakota,innterchannge,interchange,diverging diamond,sioux falls,SD",United States,Sioux Falls,Transport,Highways,30,Public,2022-06-01,2024-06-01,,South Dakota DOT,43.549975,-96.700327,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Sioux Falls""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Sioux Falls"",""adminArea5Type"":""City"",""adminArea4"":""Minnehaha County"",""adminArea4Type"":""County"",""adminArea3"":""SD"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":43.549975,""lng"":-96.700327},""displayLatLng"":{""lat"":43.549975,""lng"":-96.700327}}]}]}"
3531,planning,Gnoss Field Runway Extension,"airport,CA",United States,"Novato, California",Transport,Airports & Logistics,2,Public,1111-11-11,2023-06-01,,Marin County,38.106198,-122.568119,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Novato, California United States""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Novato"",""adminArea5Type"":""City"",""adminArea4"":""Marin County"",""adminArea4Type"":""County"",""adminArea3"":""CA"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":38.106198,""lng"":-122.568119},""displayLatLng"":{""lat"":38.106198,""lng"":-122.568119}}]}]}"
3684,planning,Sunrise Wind,"orsted,wind,offshore winnd,offshore wind,new york,NY",United States,Montauk,Energy,Generation — Renewables,1000,Private,2022-06-01,2024-05-01,Bay State Wind LLC. (Orsted - Eversource JV),Nyserda (New York State Energy and Research Development Authority),41.035935,-71.954515,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Montauk""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Montauk"",""adminArea5Type"":""City"",""adminArea4"":""Suffolk County"",""adminArea4Type"":""County"",""adminArea3"":""NY"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":""11954"",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":41.035935,""lng"":-71.954515},""displayLatLng"":{""lat"":41.035935,""lng"":-71.954515}}]}]}"
3868,procurement,Alabama Municipal Electric Authority 100MW Solar Project,"solar,AL,energy",United States,"Montgomery County, Alabama",Energy,Generation — Renewables,125,Private,2020-06-01,2021-12-01,Lightsource BP,Alabama Municipal Electric Authority,32.167219,-86.199912,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Montgomery County, Alabama""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":"""",""adminArea5Type"":""City"",""adminArea4"":""Montgomery County"",""adminArea4Type"":""County"",""adminArea3"":""AL"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A4XAX"",""geocodeQuality"":""COUNTY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":32.167219,""lng"":-86.199912},""displayLatLng"":{""lat"":32.167219,""lng"":-86.199912}}]}]}"
3899,procurement,Escalante 200MW Solar Project,"NM,solar,energy",United States,"Prewitt, New Mexico",Energy,Generation — Renewables,200,Private,2021-07-01,2023-09-01,Turning Point Energy,Tri-State Generation and Transmission Association,35.363254,-108.043845,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Prewitt, New Mexico""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Prewitt"",""adminArea5Type"":""City"",""adminArea4"":""McKinley County"",""adminArea4Type"":""County"",""adminArea3"":""NM"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":""87045"",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":35.363254,""lng"":-108.043845},""displayLatLng"":{""lat"":35.363254,""lng"":-108.043845}}]}]}"
3657,planning,Empire Offshore Wind Farm,"offshore wind,wind,new york,NY",United States,", NY, US",Energy,Generation — Renewables,3000,Private,2022-06-01,2024-01-01,Equinor,Nyserda (New York State Energy and Research Development Authority),40.50126945841650,-73.84048461914060,"{""info"":{""statuscode"":0,""copyright"":{""text"":""© 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""© 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""latLng"":{""lat"":40.50126945841645,""lng"":-73.84048461914064}},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":"""",""adminArea5Type"":""City"",""adminArea4"":"""",""adminArea4Type"":""County"",""adminArea3"":""NY"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A3XAX"",""geocodeQuality"":""STATE"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":40.501269,""lng"":-73.840485},""displayLatLng"":{""lat"":40.50127,""lng"":-73.840485}}]}]}"
3077,procurement,Gordon Butte Pumped Storage Hydro project,"hydropower,energy,MT",United States,"Meagher County, Montana",Energy,Generation — Hydro,1000,Private,2020-06-01,2024-06-01,GB Energy Park (GBEP),Absaroka Energy,46.630589,-110.898828,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Meagher County, Montana""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":"""",""adminArea5Type"":""City"",""adminArea4"":""Meagher County"",""adminArea4Type"":""County"",""adminArea3"":""MT"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A4XAX"",""geocodeQuality"":""COUNTY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":46.630589,""lng"":-110.898828},""displayLatLng"":{""lat"":46.630589,""lng"":-110.898828}}]}]}"
410,planning,Alaska LNG Project,"Pipeline, gas treatment plant, production trains,AK",United States,Alaska,Energy,Other,43000,Public,2021-06-01,2024-06-01,Alaska Gasline Development Corporation,Alaska Gasline Development Corporation,64.445961,-149.680909,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2018 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2018 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Alaska""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":"""",""adminArea5Type"":""City"",""adminArea4"":"""",""adminArea4Type"":""County"",""adminArea3"":""AK"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A3XXX"",""geocodeQuality"":""STATE"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":64.445961,""lng"":-149.680909},""displayLatLng"":{""lat"":64.445961,""lng"":-149.680909}}]}]}"
3900,procurement,Niyol 200MW Wind Project,"CO,wind,energy",United States,"Fleming, Colorado",Energy,Generation — Renewables,200,Private,2021-01-01,2021-12-01,"NextEra Energy Resources, LLC",Tri-State Generation and Transmission Association,40.679991,-102.839363,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Fleming, Colorado""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Fleming"",""adminArea5Type"":""City"",""adminArea4"":""Logan County"",""adminArea4Type"":""County"",""adminArea3"":""CO"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":40.679991,""lng"":-102.839363},""displayLatLng"":{""lat"":40.679991,""lng"":-102.839363}}]}]}"
3454,planning,Gemini Solar Project,"solar,energy,NV",United States,"Tonopah, NV",Energy,Generation — Renewables,1000,Private,1111-11-11,2023-12-01,NV Energy,Arevia Power LLC,38.068101,-117.23095,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Tonopah, NV United States""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Tonopah"",""adminArea5Type"":""City"",""adminArea4"":""Nye County"",""adminArea4Type"":""County"",""adminArea3"":""NV"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":38.068101,""lng"":-117.23095},""displayLatLng"":{""lat"":38.068101,""lng"":-117.23095}}]}]}"
3898,planning,Axial Basin 145MW Solar Project,"CO,colorado,energy,solar",United States,"Axial, Colorado",Energy,Generation — Renewables,200,Private,2022-07-01,2023-09-01,juwi Inc.,Tri-State Generation and Transmission Association,40.285251,-107.792016,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Axial, Colorado""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Axial"",""adminArea5Type"":""City"",""adminArea4"":""Moffat County"",""adminArea4Type"":""County"",""adminArea3"":""CO"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":"""",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":40.285251,""lng"":-107.792016},""displayLatLng"":{""lat"":40.285251,""lng"":-107.792016}}]}]}"
3570,planning,Port of Alaska Modernization Project,"alaska,port,AL",United States,Anchorage,Transport,Ports & Logistics,1900,Public,2020-06-01,1111-11-11,,Port of Alaska,61.216313,-149.894852,"{""info"":{""statuscode"":0,""copyright"":{""text"":""\u00A9 2020 MapQuest, Inc."",""imageUrl"":""http://api.mqcdn.com/res/mqlogo.gif"",""imageAltText"":""\u00A9 2020 MapQuest, Inc.""},""messages"":[]},""options"":{""maxResults"":1,""thumbMaps"":false,""ignoreLatLngInput"":false},""results"":[{""providedLocation"":{""location"":""Anchorage""},""locations"":[{""street"":"""",""adminArea6"":"""",""adminArea6Type"":""Neighborhood"",""adminArea5"":""Anchorage"",""adminArea5Type"":""City"",""adminArea4"":""Anchorage"",""adminArea4Type"":""County"",""adminArea3"":""AK"",""adminArea3Type"":""State"",""adminArea1"":""US"",""adminArea1Type"":""Country"",""postalCode"":""AK 99501-2118"",""geocodeQualityCode"":""A5XAX"",""geocodeQuality"":""CITY"",""dragPoint"":false,""sideOfStreet"":""N"",""linkId"":""0"",""unknownInput"":"""",""type"":""s"",""latLng"":{""lat"":61.216313,""lng"":-149.894852},""displayLatLng"":{""lat"":61.216313,""lng"":-149.894852}}]}]}"
